4,['l*r+p'],1072.27531207
10,['l+r*p'],1656.81501007
16,['r'],1107.71306913
22,['l*p+r'],1535.61396828
28,['l+r'],1631.85072349
34,['p*r'],798.143380328
40,['l*r+p'],1450.17566377
46,['l*r+p'],1219.02919696
52,['l+r*p'],1654.83285686
58,['l+r'],1094.68742023
64,['p+r'],1501.30636758
70,['l+r*p'],838.999496999
76,['l*r+p'],366.170090875
82,['l*r+p'],1241.03907882
88,['l+r*p'],1653.76509613
94,['l*p+r'],396.735896434
100,['p*r'],1314.8660968
106,['l+r*p'],1640.69963387
112,['l+r*p'],1413.07253174
118,['l*r*p'],755.279999818
124,['l+r'],971.271331348
130,['l+r*p'],1653.48563801
136,['l*r+p'],1533.25394761
142,['l+r+p'],1316.14425944
148,['l+r+p'],774.347349393
154,['l+r+p'],1551.87672097
160,['l*r*p'],672.724820091
166,['l+r'],1493.53125536
172,['l*p+r'],1314.44842434
178,['l*r+p'],652.303528778
184,['l*r+p'],412.697537246
190,['l*r+p'],1306.63611257
196,['l*p+r'],849.842471122
202,['l+r'],1250.51671743
208,['l+r+p'],569.16192367
214,['l+r*p'],979.651724642
220,['l*r*p'],460.050969638
226,['r'],876.112475797
232,['r'],1275.37859009
238,['p*r'],798.400620722
244,['l+r*p'],35.7667107226
250,['l*r*p'],1017.12203103
256,['l+r'],1242.72090896
262,['l*r+p'],969.405484137
268,['l*r+p'],908.697396512
274,['r'],752.662283425
280,['l+r*p'],774.067975091
286,['l*r*p'],1134.64368093
292,['l*r+p'],740.525698921
298,['r'],971.034287023
304,['l*r*p'],822.067129417
310,['p*r'],1661.06838327
316,['l*r+p'],857.905710198
322,['r'],1428.11295791
328,['l+r'],1541.79022084
334,['l*r+p'],1615.59982231
340,['r'],1504.60166879
346,['l*p+r'],1660.83021982
352,['l*r+p'],859.842381931
358,['l+r*p'],1509.94423648
364,['l*r+p'],1385.80873271
370,['l*r*p'],685.862615236
376,['l*r+p'],913.298562929
382,['l*r+p'],665.796337809
388,['p+r'],1449.53084025
394,['l*r*p'],695.176641765
400,['r'],1323.66622378
406,['l+r*p'],1644.71024294
412,['r'],997.597762326
418,['p+r'],1082.4247682
424,['l'],-356.727721883
430,['l+r+p'],1281.74927523
436,['l*r*p'],929.726399099
442,['l+r'],1651.84584316
448,['l+p'],1570.3563086
454,['l+r'],251.758336141
460,['p+r'],1414.30455887
466,['l*p+r'],1096.07713127
472,['l*p+r'],513.978806327
478,['p+r'],1027.5520855
484,['l+r*p'],1632.14907357
490,['r'],746.5165207
496,['r'],1031.03850081
502,['l*r+p'],1124.37698907
508,['r'],980.875201975
514,['l*r*p'],474.725954528
520,['l+r'],1300.64725936
526,['l*p+r'],1445.26097801
532,['l*r*p'],-165.406874769
538,['r'],985.785375119
544,['p+r'],1449.46163572
550,['p+r'],1413.92773458
556,['l*r*p'],-101.237290608
562,['r'],793.132949761
568,['l*p+r'],462.553556057
574,['l+r*p'],1617.86602668
580,['l*r*p'],506.212010213
586,['p+r'],918.701983587
592,['l*r+p'],1278.2784452
598,['l+r'],1276.95036752
604,['r'],974.641811552
610,['r'],508.400232817
616,['l*r+p'],1295.77266327
622,['l*r*p'],1190.82125435
628,['l*r*p'],666.091728787
634,['l+r'],1109.65894767
640,['l+r+p'],602.542015982
646,['l*p+r'],1115.04149424
652,['l*r*p'],789.390898174
658,['l+r+p'],823.225791103
664,['r'],1433.70998932
670,['l*r+p'],1569.03937089
676,['p*r'],1229.81063426
682,['l+r+p'],1083.95213778
688,['r'],1238.20219851
694,['l*r*p'],648.210783718
700,['r'],1018.64386221
706,['p*r'],1618.06411204
712,['l+r*p'],1555.32337664
