1,['p*r'],1179.88345065
8,['l*r+p'],1600.52451128
14,['l*p+r'],936.523545117
20,['l*r+p'],1025.48582941
26,['l*r*p'],966.399167535
32,['l*r*p'],903.892851699
38,['p+r'],1556.33289688
44,['l*r*p'],858.387710728
50,['l*r*p'],829.763769696
56,['l+r+p'],1171.84359836
62,['r'],1293.67235758
68,['p+r'],673.272178157
74,['l*p+r'],482.368127597
80,['p+r'],1612.11208633
86,['l+r'],1651.93074742
92,['l*p+r'],1664.16536952
98,['l*r*p'],964.404487002
104,['l*p+r'],1647.70846426
110,['l*r+p'],1472.86192922
116,['p+r'],1049.00530524
122,['r'],675.845079639
128,['p*r'],1647.52928253
134,['r'],1377.85140593
140,['l*r*p'],745.095465033
146,['l*r*p'],890.785814512
152,['l*r*p'],749.713970254
158,['l+r'],889.992601227
164,['p*r'],1337.22698297
170,['l*r+p'],1503.10835524
176,['l*r*p'],749.791168773
182,['l*r*p'],624.683802804
188,['l+r+p'],1124.77809585
194,['l*r*p'],943.858487636
200,['l*p+r'],1266.4236474
206,['p*r'],607.471493965
212,['p+r'],667.370324619
218,['l+r'],149.44211861
224,['l+r*p'],267.719621835
230,['l*r*p'],940.445147707
236,['r'],1036.37478183
242,['l*r+p'],1203.3192101
248,['p*r'],867.477257969
254,['l+p'],962.894631582
260,['l+r'],1165.90213767
266,['l*p+r'],740.600735926
272,['l*r'],812.37737636
278,['r'],989.333231968
284,['p*r'],1200.49222588
290,['r'],291.169764419
296,['l*r+p'],1231.88368662
302,['l+r+p'],720.268474681
308,['l*r*p'],732.992425663
314,['l*r+p'],926.682862429
320,['l+r+p'],928.224794457
326,['l*r*p'],646.119067956
332,['p+r'],1252.94010832
338,['l+r+p'],1248.68029075
344,['r'],1263.00708745
350,['l+r*p'],968.723766881
356,['l*r*p'],763.983413835
362,['l*r*p'],1120.14173549
368,['l*r*p'],391.497648619
374,['l*r'],838.875132339
380,['l*r*p'],1105.67671653
386,['p+r'],1286.6434467
392,['l*r+p'],716.788017824
398,['r'],1420.85731942
404,['p*r'],943.927781308
410,['l*r*p'],713.310591379
416,['r'],1034.12528902
422,['l+r'],1259.11867915
428,['l*r*p'],975.024784143
434,['l*r*p'],683.873254561
440,['l*r+p'],898.053138052
446,['l*r*p'],747.388099946
452,['l*r*p'],790.990345307
458,['p*r'],860.720195731
464,['l*r+p'],1402.34331198
470,['l*r*p'],755.832412322
476,['l*r*p'],705.636082899
482,['l*r+p'],714.98481192
488,['p*r'],1002.15028541
494,['r'],875.968132194
500,['l*r*p'],709.082786288
506,['l*r+p'],880.61410315
512,['l+r*p'],1013.58238963
518,['l*r*p'],792.994800994
524,['l*r*p'],1008.11395626
530,['l*r+p'],1138.32738171
536,['p+r'],934.246632762
542,['l*p+r'],263.531246009
548,['l+r*p'],752.673627506
554,['l*r'],712.725894246
560,['l*r*p'],749.232711492
566,['l*r*p'],1072.01453414
572,['l*r+p'],1443.45365511
578,['p*r'],540.609753558
584,['p+r'],1302.47809622
590,['l*r'],589.434167682
596,['r'],1062.71951618
602,['r'],1147.19587548
608,['l+r'],1355.83026393
614,['l*p+r'],925.129345402
620,['l*r+p'],1213.16218077
626,['l+r'],808.235965039
632,['l*r*p'],999.466061323
638,['l*p+r'],1055.38988086
644,['l+r'],1286.77877624
650,['l+r'],780.78886944
656,['l*r*p'],163.115902194
662,['l*r*p'],1019.76853223
668,['l*r+p'],1063.70620391
674,['l*r+p'],1336.17775901
680,['l*r*p'],865.378471582
686,['l*r+p'],1234.92373984
692,['l*r*p'],355.206863433
698,['p*r'],642.443884992
704,['l+p'],1652.96547544
710,['r'],1650.40773046
