3,['l*r+p'],1333.74993839
9,['p*r'],1497.51005215
15,['l+r*p'],1172.2054045
21,['l*r*p'],675.647507163
27,['l+r*p'],1634.09680561
33,['l+r+p'],1496.08724845
39,['l+r*p'],1508.56041634
45,['p*r'],1420.47600369
51,['l+r+p'],1468.11063096
57,['r'],1223.17227181
63,['p*r'],985.363916441
69,['r'],1646.13635797
75,['l*r+p'],337.672925702
81,['l*r+p'],425.434407757
87,['l+r'],1631.54072408
93,['r'],1657.11049429
99,['p*r'],1036.59266818
105,['l+p'],1579.24214236
111,['l*r+p'],1527.91278249
117,['l*r+p'],534.979138894
123,['p*r'],828.216409982
129,['l+r*p'],1644.08103382
135,['p*r'],1564.96938252
141,['l+r'],380.343203955
147,['p+r'],1626.17353974
153,['p*r'],299.776081035
159,['p+r'],847.050886108
165,['l*r*p'],631.157639558
171,['l*r'],1284.2760281
177,['l+r'],1622.92452588
183,['l+r+p'],682.536327702
189,['l+r*p'],1133.05547021
195,['l*r+p'],585.255271983
201,['l*r+p'],1556.02271645
207,['r'],268.632382573
213,['l+r+p'],-12.0330144525
219,['l*r*p'],807.866119889
225,['l*p+r'],1066.92314826
231,['l*r'],-66.7299589473
237,['p*r'],1665.6048222
243,['l+r'],1114.51117404
249,['p+r'],575.141443264
255,['l*p+r'],136.195069533
261,['l*r*p'],648.937542001
267,['l*r+p'],411.082461651
273,['l*r*p'],634.012862773
279,['r'],691.668021287
285,['r'],1555.15514945
291,['p+r'],51.2604095887
297,['l*r+p'],204.906808067
303,['p*r'],305.819678237
309,['l+p'],1630.03176421
315,['l*r+p'],263.571059247
321,['r'],334.80953523
327,['l*r+p'],441.388034598
333,['l+r*p'],1657.87424389
339,['l+r+p'],485.943750967
345,['r'],1616.77236649
351,['l+r+p'],1386.90373989
357,['r'],1560.89058566
363,['l+r+p'],1512.02328901
369,['l*r*p'],359.704071964
375,['l*r+p'],451.518384625
381,['l*r+p'],819.460102693
387,['l*r*p'],573.704360899
393,['l*r*p'],-177.637483865
399,['p+r'],1541.46467101
405,['l*r+p'],1379.21274476
411,['l+r+p'],307.896728353
417,['r'],100.815555012
423,['l+p'],773.890855441
429,['p*r'],1171.85284861
435,['l*r'],84.5144538671
441,['r'],1111.2195188
447,['r'],605.043289404
453,['r'],495.741479009
459,['l+r'],1604.31096677
465,['l*r+p'],1324.58440157
471,['l*r*p'],430.369554725
477,['l*p+r'],1453.28671239
483,['l+r*p'],1637.37508501
489,['l*r*p'],1066.55219218
495,['l*r*p'],1159.35264212
501,['l*r*p'],309.796073871
507,['l*r+p'],813.437867765
513,['r'],450.765278669
519,['l*r*p'],711.612923875
525,['r'],1349.25748658
531,['p+r'],846.514790357
537,['l*p+r'],1566.61971852
543,['l+r*p'],1497.33100989
549,['l+r+p'],442.096987994
555,['p*r'],559.637960102
561,['l*p+r'],1020.56498665
567,['l*r*p'],561.964851605
573,['r'],1614.4089871
579,['r'],261.230170902
585,['l+r'],1642.00347961
591,['l*r*p'],267.925280105
597,['l*r*p'],491.303862068
603,['r'],655.215496154
609,['l*r*p'],321.149448889
615,['l*r+p'],681.532310075
621,['r'],856.240156503
627,['l*r+p'],418.344887981
633,['l*r*p'],317.714247532
639,['l*r+p'],377.110066357
645,['p*r'],1123.16786119
651,['p*r'],259.840173395
657,['r'],1224.43541157
663,['l+r+p'],292.760320802
669,['l*r+p'],1336.34271854
675,['l*r+p'],511.582594597
681,['l+r+p'],678.751295918
687,['r'],1137.801734
693,['r'],388.399523389
699,['l+r'],617.184620805
705,['l+r*p'],1655.61139698
711,['p+r'],1298.84789724
